00000003800000001913,00028,172
00000003800000001913,00039,1
00000003800000001913,00230,1
00000003800000001913,00251,1
00000003800000001913,00293,1
00000003800000001913,00459,40
00000003800000001913,00497,3
00000003800000001913,00738,39
00000003800000001913,00780,1
00000003800000001913,00835,1
00000003800000001913,00860,23
00000003800000001913,00867,22
00000003800000001913,00None,10
00000003800000001913,01069,1
00000003800000001913,01172,81
00000003800000001913,01241,1
00000003800000001913,01248,25
00000003800000001913,01251,1
00000003800000001913,01317,39
00000003800000001913,01338,1
00000003800000001913,01356,35
00000003800000001913,01396,1
00000003800000001913,01421,1
00000014740000003009,000000,1
00000014740000003009,00060,2
00000014740000003009,00126,2
00000014740000003009,00138,6
00000014740000003009,00219,6
00000014740000003009,00255,5
00000014740000003009,00354,1
00000014740000003009,00408,2
00000014740000003009,00411,2
00000014740000003009,00471,2
00000014740000003009,00603,1
00000014740000003009,00628,1
00000014740000003009,00663,3
00000014740000003009,00666,5
00000014740000003009,00669,3
00000014740000003009,00None,161
00000014740000003009,01056,1
00000014740000003009,01306,3
00000021410000002249,00025,1
00000030830000003767,00110,1
00000030830000003767,00300,1
00000030830000003767,00516,5
00000030830000003767,00529,2
00000030830000003767,00602,20
00000030830000003767,00None,30
00000040620000004736,00None,8
00000047360000005524,00060,10
00000047360000005524,00069,4
00000047360000005524,00090,1
00000047360000005524,00175,6
00000047360000005524,00207,1
00000047360000005524,00339,5
00000047360000005524,00423,3
00000047360000005524,00780,1
00000047360000005524,00None,114
00000064020000008124,00None,11
00000064020000008124,01094,2
00000064020000008124,01100,1
00000077840000008649,00028,1
00000077840000008649,00038,1
00000077840000008649,00041,1
00000077840000008649,00178,42
00000077840000008649,00203,1
00000077840000008649,00303,1
00000077840000008649,00605,1
00000077840000008649,00635,46
00000077840000008649,00641,54
00000077840000008649,00647,69
00000077840000008649,00781,65
00000077840000008649,00848,1
00000077840000008649,00None,4
00000082060000009544,00366,1
00000082060000009544,00704,2
00000082060000009544,00None,2
00000090080000009181,00055,3
00000092400000009427,00022,1
00000092400000009427,00101,3
00000092400000009427,00133,1
00000094390000010200,00161,1
00000094390000010200,00163,1
00000094390000010200,00219,74
00000094390000010200,00332,1
00000094390000010200,00445,1
00000094390000010200,00None,4
00000098360000011344,00898,1
00000098360000011344,00None,1
00000098360000011344,01398,59
00000098360000011344,01410,42
00000104980000011634,00298,2
00000104980000011634,00498,2
00000104980000011634,00870,2
00000104980000011634,00None,23
00000114100000011518,00103,10
00000115640000012067,00031,3
00000117790000012221,00055,1
00000117790000012221,00353,1
00000117790000012221,00431,1
00000122860000012928,00265,30
00000122860000012928,00324,1
00000122860000012928,00395,37
00000122860000012928,00502,29
00000122860000012928,00542,1
00000122860000012928,00627,27
00000122860000012928,00None,2
00000123610000012462,00091,3
00000125200000013177,00154,3
00000125200000013177,00None,1
00000135200000013625,00None,1
00000136830000014874,00259,29
00000136830000014874,00304,1
00000136830000014874,00461,1
00000136830000014874,00574,30
00000136830000014874,00949,62
00000136830000014874,00None,1
00000136830000014874,01113,18
00000149330000015711,00075,36
00000149330000015711,00104,59
00000149330000015711,00289,37
00000149330000015711,00574,1
00000149330000015711,00None,1
00000153880000016170,00294,2
00000153880000016170,00538,1
00000170530000017212,00029,56
00000170530000017212,00102,1
00000180260000018168,00111,4
00000182610000018583,00028,24
00000182610000018583,00None,2
00000184870000018629,00102,1
00000186810000019484,00460,38
00000186810000019484,00486,1
00000186810000019484,00None,4
00000195420000020468,00040,1
00000195420000020468,00118,1
00000195420000020468,00128,50
00000195420000020468,00None,5
00000196230000020650,00None,2
00000207230000021383,00050,45
00000207230000021383,00477,1
00000207230000021383,00None,2
00000210660000021200,00028,24
00000210660000021200,00None,2
00000212270000021373,00None,1
00000229470000024696,00404,7
00000229470000024696,00None,1
00000229470000024696,01248,4
00000229470000024696,01559,1
00000230300000023593,00146,17
00000230300000023593,00None,1
00000239810000024494,00385,29
00000239810000024494,00None,2
00000245520000024648,00060,21
00000247270000025015,00033,15
00000247270000025015,00180,9
00000250890000025280,00094,5
00000253080000025804,00008,8
00000253080000025804,00368,16
00000253080000025804,00382,2
00000253080000025804,00None,1
00000253410000025559,00007,4
00000253410000025559,00080,9
00000253410000025559,00197,7
00000253410000025559,00None,1
00000256190000025976,00345,3
00000260300000026316,00001,1
00000275650000028044,00059,25
00000275650000028044,00161,1
00000275650000028044,00473,7
00000275650000028044,00None,1
00000280980000028519,00092,20
00000280980000028519,00119,17
00000280980000028519,00379,16
00000280980000028519,00None,1
00000291940000029771,00039,23
00000291940000029771,00164,15
00000291940000029771,00171,1
00000291940000029771,00275,21
00000291940000029771,00316,17
00000291940000029771,00None,1
00000295040000029884,00207,22
00000295040000029884,00292,1
00000295040000029884,00373,1
00000295040000029884,00None,1
00000298900000030514,00020,28
00000298900000030514,00115,2
00000298900000030514,00285,1
00000298900000030514,00395,22
00000298900000030514,00468,1
00000298900000030514,00474,24
00000298900000030514,00594,1
00000298900000030514,00None,1
00000299350000030295,00039,1
00000299350000030295,00198,2
00000302070000031507,00142,1
00000302070000031507,00145,1
00000302070000031507,00338,1
00000302070000031507,00656,2
00000302070000031507,00845,1
00000302070000031507,00None,1
00000303940000033270,02619,1
00000306560000030951,00047,15
00000306560000030951,00068,18
00000306560000030951,00078,18
00000306560000030951,00132,30
00000310210000031147,00040,1
00000324420000032462,00011,1
00000325730000032927,00None,1
00000336430000034647,00050,1
00000336430000034647,00185,32
00000336430000034647,00446,28
00000336430000034647,00586,1
00000336430000034647,00716,35
00000336430000034647,00860,27
00000336430000034647,00None,4
00000347090000035092,00None,2
00000347200000035212,00289,1
00000351570000035317,00093,8
00000354540000035593,00031,32
00000354540000035593,00056,37
00000354540000035593,00111,18
00000356620000035911,00010,16
00000356620000035911,00None,2
00000359720000036728,00None,3
00000393880000039874,00053,2
00000393880000039874,00068,2
00000393880000039874,00089,1
00000393880000039874,00335,2
00000393880000039874,00444,1
00000408450000041011,00085,1
00000467190000047039,00050,6
00000467190000047039,00082,13
00000467190000047039,00149,14
00000467190000047039,00None,2
00000474780000047708,000000,1
00000474780000047708,00230,2
00000477800000047919,00079,7
00000479800000048912,00270,8
00000479800000048912,00595,1
00000479800000048912,00603,8
00000512200000052181,00374,9
00000512200000052181,00478,1
00000512200000052181,00520,11
00000512200000052181,00724,15
00000512200000052181,00756,2
00000512200000052181,00803,10
00000512200000052181,00None,1
00000519250000052065,00092,1
00000524730000053244,00408,22
00000531060000053814,00277,1
00000531060000053814,00358,17
00000531060000053814,00None,1
00000533810000053616,00188,3
00000534340000053751,00None,1
00000538700000054143,00181,4
00000542020000054356,00087,1
00000542020000054356,00110,8
00000544500000054710,00024,7
00000544500000054710,00129,18
00000544500000054710,00147,1
00000544500000054710,00204,9
00000547670000054971,00None,1
00000564750000058077,00260,47
00000564750000058077,00294,26
00000564750000058077,00353,49
00000564750000058077,00366,1
00000564750000058077,00402,1
00000564750000058077,00449,11
00000564750000058077,00475,29
00000564750000058077,00510,22
00000564750000058077,00530,1
00000564750000058077,00691,43
00000564750000058077,00813,26
00000564750000058077,00912,1
00000564750000058077,00943,41
00000564750000058077,00None,2
00000564750000058077,01061,29
00000564750000058077,01064,5
00000564750000058077,01121,30
00000564750000058077,01261,30
00000564750000058077,01463,1
00000565000000057083,00025,66
00000565000000057083,00227,76
00000565000000057083,00433,1
00000565000000057083,00None,4
00000569890000057124,00020,1
00000571420000061911,00120,39
00000571420000061911,00493,45
00000571420000061911,00805,1
00000571420000061911,00825,1
00000571420000061911,00904,1
00000571420000061911,00None,24
00000571420000061911,01050,1
00000571420000061911,01292,65
00000571420000061911,01970,1
00000571420000061911,03348,1
00000571420000061911,03468,1
00000571420000061911,03737,27
00000571420000061911,04187,59
00000571420000061911,04377,1
00000571420000061911,04560,20
00000571420000061911,04727,24
00000586240000058943,00032,2
00000586240000058943,00227,2
00000587650000060764,00041,25
00000587650000060764,00088,19
00000587650000060764,00134,6
00000587650000060764,00289,1
00000587650000060764,00469,20
00000587650000060764,00811,1
00000587650000060764,00None,2
00000587650000060764,01010,8
00000587650000060764,01024,1
00000587650000060764,01027,9
00000587650000060764,01282,1
00000587650000060764,01439,12
00000587650000060764,01447,11
00000587650000060764,01463,17
00000587650000060764,01531,1
00000587650000060764,01805,1
00000596850000060677,00008,2
00000596850000060677,00178,8
00000596850000060677,00924,15
00000596850000060677,00971,11
00000608680000061046,00115,1
00000609810000061164,000000,1
00000609810000061164,00058,29
00000609810000061164,00None,2
00000615850000062221,00190,5
00000615850000062221,00624,1
00000622650000062452,00061,1
00000622750000062526,00223,5
00000625150000062661,000000,4
00000625150000062661,00051,1
00000625450000063395,00035,4
00000625450000063395,00193,22
00000625450000063395,00275,11
00000625450000063395,00301,13
00000625450000063395,00356,1
00000625450000063395,00693,1
00000625450000063395,00None,2
00000633470000063539,00082,19
00000633470000063539,00182,6
00000635400000064403,00040,1
00000635400000064403,00361,28
00000635400000064403,00None,1
00000642920000064487,00None,1
00000645410000066246,00017,7
00000645410000066246,00020,1
00000645410000066246,00089,1
00000645410000066246,00557,1
00000645410000066246,00566,15
00000645410000066246,00586,1
00000645410000066246,00604,22
00000645410000066246,00708,8
00000645410000066246,00824,1
00000645410000066246,00None,2
00000645410000066246,01201,12
00000645410000066246,01346,25
00000645410000066246,01400,2
00000645410000066246,01466,31
00000645410000066246,01519,1
00000645410000066246,01631,19
00000645410000066246,01661,24
00000645490000066048,000000,1
00000645490000066048,00933,21
00000645490000066048,01051,18
00000645490000066048,01323,39
00000645490000066048,01381,1
00000657560000065943,00061,1
00000661220000066324,00101,15
00000663110000066436,00041,1
00000663110000066436,00066,1
00000664390000066721,00None,1
00000667870000069003,00744,7
00000667870000069003,00816,12
00000669750000067641,00417,2
00000670440000067507,00410,8
00000670440000067507,00451,4
00000675330000069231,00017,13
00000675330000069231,00151,1
00000675330000069231,00778,17
00000675330000069231,00872,1
00000675330000069231,00927,1
00000675330000069231,00None,6
00000675330000069231,01172,1
00000675330000069231,01469,10
00000675330000069231,01571,1
00000675330000069231,01610,1
00000675330000069231,01617,1
00000675690000067762,00036,4
00000678920000068023,00065,7
00000680600000068508,00080,1
00000680600000068508,00282,1
00000680850000070549,00189,9
00000680850000070549,00460,6
00000680850000070549,00471,1
00000680850000070549,00809,19
00000680850000070549,00None,3
00000680850000070549,01271,10
00000680850000070549,01390,1
00000680850000070549,01403,18
00000680850000070549,01508,1
00000680850000070549,01813,26
00000683340000071088,00432,1
00000683340000071088,00582,1
00000683340000071088,00None,21
00000683340000071088,01058,54
00000683340000071088,01186,1
00000683340000071088,01649,2
00000683340000071088,01853,1
00000683340000071088,01974,1
00000683340000071088,02081,2
00000683340000071088,02290,121
00000683340000071088,02560,1
00000683340000071088,02586,1
00000683340000071088,02732,1
00000685070000068781,00221,1
00000706070000071390,00091,14
00000706070000071390,00None,2
00000713710000071883,00None,10
00000719400000072580,00258,67
00000719400000072580,00340,62
00000719400000072580,00385,30
00000719400000072580,00443,2
00000719400000072580,00None,3
00000723880000072977,00260,1
00000723880000072977,00415,1
00000723880000072977,00442,3
00000723880000072977,00517,13
00000726430000073010,00071,1
00000726430000073010,00075,1
00000726430000073010,00163,4
00000726430000073010,00None,1
00000749910000075197,00147,103
00000750780000076203,00042,19
00000750780000076203,00157,19
00000750780000076203,00192,1
00000750780000076203,00406,1
00000750780000076203,00414,1
00000750780000076203,00511,1
00000750780000076203,00590,1
00000750780000076203,00700,32
00000750780000076203,00714,22
00000750780000076203,00737,1
00000750780000076203,00843,1
00000750780000076203,00None,2
00000752650000075384,00None,2
00000764460000077639,00037,1
00000764460000077639,00900,1
00000764570000077667,00029,28
00000764570000077667,00114,20
00000764570000077667,00152,1
00000764570000077667,00470,1
00000764570000077667,00None,1
00000770980000077373,00043,1
00000770980000077373,00097,19
00000770980000077373,00112,1
00000770980000077373,00None,3
00000774320000077735,00207,1
00000774320000077735,00301,3
00000780360000078227,00008,6
00000780360000078227,00063,4
00000780360000078227,00None,2
00000782930000078706,00None,2
00000787630000078870,00None,1
00000796780000080010,00031,1
00000796780000080010,00132,18
00000796780000080010,00152,15
00000805760000081316,00072,1
00000805760000081316,00417,1
00000824560000084277,00476,4
00000824560000084277,00588,1
00000824560000084277,00905,9
00000824560000084277,00None,1
00000824560000084277,01018,4
00000824560000084277,01034,1
00000824560000084277,01087,3
00000824560000084277,01244,2
00000824560000084277,01399,7
00000824560000084277,01444,5
00000824560000084277,01473,4
00000824560000084277,01497,2
00000824560000084277,01778,2
00000848430000085101,00130,6
00000867450000087364,00176,2
00000867450000087364,00192,1991
00000867450000087364,00196,1
00000867450000087364,00205,2
00000867450000087364,00226,1
00000867450000087364,00287,1
00000867450000087364,00385,2
00000867450000087364,00415,1
00000867450000087364,00442,10
00000867450000087364,00450,1
00000867450000087364,00473,4
00000867450000087364,00498,2
00000867450000087364,00520,1
00000867450000087364,00None,52
00000874660000087863,00076,4
00000874660000087863,00145,1
00000874660000087863,00185,8
00000874660000087863,00187,32
00000874660000087863,00None,29
00000876740000087863,000000,9
00000876740000087863,00006,2
00000876740000087863,00026,3
00000876740000087863,00051,2
00000876740000087863,00121,1
00000876740000087863,00None,35
00000900080000090386,00017,31
00000900080000090386,00None,1
00000926940000094005,00026,2
00000926940000094005,01056,5
00000932790000094419,00215,1
00000932790000094419,00233,19
00000932790000094419,00416,1
00000932790000094419,00None,3
00000947520000094892,00006,13
00000950560000095350,00151,11
00000950560000095350,00176,22
00000950560000095350,00270,1
00000950560000095350,00273,14
00000953540000097833,00189,5
00000953540000097833,00417,1
00000953540000097833,00928,21
00000953540000097833,00955,22
00000953540000097833,00None,3
00000953540000097833,01067,14
00000953540000097833,01103,1
00000953540000097833,01342,1
00000953540000097833,01446,6
00000953540000097833,01563,1
00000953540000097833,02071,17
00000953540000097833,02206,1
00000954380000095553,00061,21
00000956140000096056,00287,33
00000956140000096056,00None,3
00000978840000098470,00None,1
00000985270000099723,00171,1
00000985270000099723,00368,1
00000985270000099723,00561,1
00000985270000099723,00None,4
00000997850000100516,00510,6
00001005720000100703,00042,26
00001005720000100703,00124,1
00001007620000100942,00163,1
00001010160000101194,00047,21
00001010160000101194,00091,12
00001010160000101194,00135,1
00001010160000101194,00None,1
00001012490000101619,00125,7
00001012490000101619,00360,4
00001023820000102906,00130,20
00001023820000102906,00236,11
00001023820000102906,00379,17
00001023820000102906,00None,1
00001035160000104146,00127,14
00001035160000104146,00185,21
00001035160000104146,00None,1
00001050050000105336,00173,5
00001055120000105909,00262,3
00001055120000105909,00None,1
00001059690000106718,00153,6
00001059690000106718,00183,5
00001059690000106718,00254,1
00001059690000106718,00414,3
00001059690000106718,00486,2
00001059690000106718,00None,1
00001074260000107593,00137,1
00001076430000107792,00None,1
00001079260000108101,000000,1
00001080890000108226,00086,1
00001080890000108226,00092,1
00001085880000108809,00100,1
00001085880000108809,00206,50
