00000935100000095942,001294,1
00000935100000095942,001717,2
00003081070000308438,000277,1
00003081070000308438,000318,89
00003090130000309410,000043,106
00003090130000309410,000142,34
00003139910000314356,000166,1
00003139910000314356,000352,246
00003149220000315272,000043,103
00003149220000315272,000282,169
00003149220000315272,000314,1
00003196730000319990,000312,3
00003983760000398574,000115,18
00004002020000400375,000085,12
00004027710000402882,000068,10
00004173840000417782,000083,1
00004199310000420225,000156,98
00004199310000420225,000233,1
00004613610000461578,000111,4
00004618900000462487,000594,3
00005172480000517702,000163,38
00005172480000517702,000395,24
00005276070000527770,000058,21
00006132560000614376,000139,1
00006625490000663478,000083,4
00006625490000663478,000530,24
00006625490000663478,000575,28
00007029450000703146,000103,6
00007029450000704131,000305,14
00007029450000704131,000601,1
00007029450000704131,000618,1
00007036750000704131,000048,7
00007036750000704131,000087,5
00007558790000756002,000102,7
00007633440000763519,000152,23
00007648130000765024,000172,54
00007991790000799565,000110,8
00007991790000799565,000127,7
00008007620000800912,000112,1
00008195900000819781,000013,3
00008195900000819781,000102,20
00008251540000826116,000084,3
00008528540000859153,002638,1
00008528540000859153,002659,8
00008528540000859153,002983,36
00012478340001248793,000681,20
00012478340001248793,000783,1
00012643860001264592,000063,2
00012719800001272050,000044,2
00012787760001279243,000184,1
00013246470001326944,001137,1
00013246470001326944,001266,4
00013246470001326944,001286,4
00013246470001326944,001370,2
00013246470001326944,001895,1
00014132060001416396,002435,15
00014132060001416396,002681,3
00014954680001495606,000050,18
00014962840001496452,000083,37
00014971730001497924,000098,1
00015766780001578537,000138,1
00015766780001578537,000414,54
00016945270001695440,000189,30
00016945270001695440,000392,19
00016945270001695440,000751,8
00019241070001926012,000697,5
00019241070001926012,000911,1
00019241070001926012,001763,1
00020120620002012271,000036,1
00020173090002017421,000102,9
00020177480002019065,000178,6
00020710350002073423,000106,1
00022898730002290146,000132,1
00022933190002293440,000039,3
00023544550002358810,002239,2
00024256220002427044,001230,66
00024272540002427322,000034,66
00024274120002427875,000091,1
00025112180002515145,000403,18
00025112180002515145,000468,12
00025112180002515145,001360,38
00025112180002515145,001558,1
00025112180002515145,001608,2
00025112180002515145,001620,1
00028041550002804463,000175,3
00028325660002834246,001541,6
00028371800002837401,000151,12
00028817970002882285,000200,13
00031577260003157879,000133,169
00031627910003163766,000293,1
00043071870004308250,000397,2
00043117800004311950,000112,3
00043603640004361793,000774,1
00043633670004363470,000079,1
00044095300004409760,000204,5
00044108840004410979,000073,40
00047007330004700864,000037,4
00047007330004700864,000110,36
00047009770004701106,000042,1
00047013040004701448,000067,10
00047013040004701448,000094,11
00047123950004712500,000011,3
00047140970004714246,000090,28
00047190590004719229,000097,26
00047202320004720350,000064,1
00047204410004720554,000034,2
00047212970004721401,000058,2
00047259350004726727,000152,1
00047259350004726727,000563,11
00048499230004850115,000124,2
00048499230004850115,000125,1
00050054540005005720,000250,64
00050081060005008273,000003,3
00050143930005014502,000073,81
00050180430005018125,000047,3
00050198920005020158,000013,1
00052545790005254688,000073,7
00053579670005358360,000339,1
00055154280005521562,005411,6
00055667790005567522,000599,98
00058224910005823578,000281,2
00058224910005823578,000634,1
00058224910005823578,000848,1
00059184860005919372,000567,8
00061468940006147060,000063,1
00061554710006155544,000050,2
00064163550006416931,000265,11
00064170160006417192,000160,1
00064238060006423955,000127,3
00065261520006527632,001192,4
00065293950006529510,000070,7
00065340730006534224,000104,1
00065611770006561478,000118,5
00065622330006562463,000043,8
00065622330006562463,000209,20
00065626130006562882,000161,18
00065665720006566910,000273,46
00065678110006568113,000180,19
00065712000006571488,000116,16
00066172210006617351,000079,17
00066217040006621882,000119,41
00066309640006631203,000165,3
00066319940006632168,000132,1
00066418180006642985,000921,1
00066472670006647537,000119,1
00066472670006647537,000216,190
00066519550006652121,000037,1
00066561910006656292,000052,3
00066683150006669675,000221,4
00066683150006669675,000232,5
00066683150006669675,000262,4
00066986200006698897,000226,74
00067094290006710370,000264,9
00067094290006710370,000294,12
00067109580006711606,000379,1
00068795580006880118,000258,1
00068795580006880118,000327,29
00068795580006880118,000364,22
00068795580006880118,000404,9
00073508220007350969,000004,2
00073508220007350969,000049,4
00073518980007352107,000059,15
00073599020007360932,000083,7
00073599020007360932,000206,10
00073599020007360932,000379,4
00073599020007360932,000793,17
00073599020007360932,000909,1
00074914980007491864,000306,4
00074924620007493488,000784,107
00076863260007686777,000139,1
00076908560007690962,000106,4
00080972500008097859,000469,3
00080972500008097859,000553,7
00081002680008100804,000037,1
00081002680008100804,000420,2
00081002680008100804,000429,2
00081157020008117164,000371,4
00081157020008117164,000512,10
00081157020008117164,000926,7
00081157020008117164,001151,1
00085098030008509995,000185,2
00085284770008528570,000048,4
00085302080008530399,000110,14
00087072250008711419,003104,4
00088751660008878432,003033,9
00088751660008878432,003039,10
00089468020008949183,002218,29
00089619060008962248,000111,32
00089619060008962248,000130,1
00089619060008962248,000134,23
00089619060008962248,000342,95
00094158020009416644,000288,4
00094275070009429590,000108,11
00094275070009429590,000403,20
00094275070009429590,000414,20
00094275070009429590,000922,1
00094275070009429590,000961,19
00094275070009429590,001437,3
00094275070009429590,001974,18
00094275070009429590,002053,5
00098216540009822233,000350,2
00098339000009834420,000148,17
00098339000009834420,000190,6
00100469800010047070,000071,49
00101994770010199625,000136,1
00102799160010280060,000039,34
00102867770010288066,000627,1
00105967960010597494,000244,1
00106082270010608844,000482,1
00106141510010614875,000166,1
00106141510010614875,000358,1
00106833470010683764,000023,1
00106833470010683764,000290,1
00106924240010692554,000097,1
00106945900010694746,000072,1
00106978660010697991,000006,1
00109233000010925236,001100,53
00109233000010925236,001818,2
00109372070010937333,000077,23
00118052230011806065,000456,1
00118052230011806065,000685,1
00122941740012294329,000028,8
00122944940012294637,000129,13
00122961950012297427,000451,43
00124228210012422990,000138,1
00124473810012447580,000027,1
00124753970012475855,000317,17
00126103740012610502,000110,3
00126135680012613872,000099,1
00126135680012613872,000150,6
00126135680012613872,000177,13
00126236150012625210,000133,2
00126236150012625210,000326,2
00126236150012625210,001371,4
00126236150012625210,001490,3
00128703020012871248,000310,8
00128703020012871248,000355,1
00128703020012871248,000502,8
00128703020012871248,000678,7
00128739700012875305,000618,6
00128739700012875305,001240,1
00128785170012887284,000237,2
00129072360012908237,000541,1
00130502420013050445,000146,2
00130510570013051266,000049,2
00130515580013051701,000103,6
00136422440013642348,000081,5
00136557410013655881,000103,3
00136722600013672868,000039,4
00137920930013792743,000492,4
00138349630013835314,000115,1
00143069880014307519,000214,2
00143547660014360630,004426,2
00143547660014360630,004534,10
00143547660014360630,004797,5
00150454720015045931,000043,77
00150454720015045931,000052,72
00152621090015262752,000084,1
00152621090015262752,000508,21
00152879030015288293,000077,1
00152879030015288293,000104,64
00152879030015288293,000173,10
00157363910015736775,000321,9
00157550890015756839,000243,1
00157550890015756839,000397,3
00157550890015756839,000447,3
00157550890015756839,000993,6
00157550890015756839,001191,2
00160352880016035753,000245,3
00160364750016036610,000008,1
00162161840016217197,000480,13
00162161840016217197,000723,1
00162500100016250177,000160,1
00163383590016338501,000123,4
00163443040016344429,000039,1
00163446820016345340,000302,2
00166326170016635495,002607,4
00167945380016794652,000103,4
00168593140016859453,000014,79
00171155270017117170,000933,4
00171155270017117170,001167,1
00171638210017163983,000049,1
00172501150017250310,000172,3
00172712750017271984,000175,2
00172771680017277388,000140,1
00172771680017277388,000187,35
00172792290017279592,000199,40
00174313730017431556,000140,1
00176915080017691714,000083,3
00176915080017691714,000098,6
00178387820017838963,000143,9
00180989470018099138,000080,20
00181122170018114225,000931,11
00181122170018114225,001981,32
00181122170018114225,001993,12
00186565600018656609,000025,16
00186565600018656609,000036,26
00187249140018725005,000012,1
00187312180018731849,000086,10
00187312180018731849,000094,11
00187312180018731849,000570,1
00190531350019056402,003010,4
00190579590019058999,001027,194
00194222590019422417,000034,9
00194222590019422417,000112,12
00194231610019423596,000199,14
00194231610019423596,000250,32
00194591090019459222,000087,54
00194806400019482346,001037,2
00194806400019482346,001211,1
00196195000019619596,000046,5
00196216440019621737,000080,1
00196280080019628130,000106,2
00196292020019630880,001516,4
00196444140019644494,000070,9
00196632980019663412,000010,1
00197026750019702793,000085,4
00197108240019710970,000062,13
00197117000019712485,000241,1
00197899900019791138,000395,30
00197899900019791138,000505,57
00197899900019791138,000818,1
00197899900019791138,000951,1
00197899900019791138,001135,1
00198056910019805851,000037,6
00198116310019811864,000017,1
00198133520019813594,000087,20
00198133520019813594,000234,42
00198184120019818594,000023,4
00198184120019818594,000033,6
00198228210019824770,000135,22
00198228210019824770,000341,5
00198228210019824770,000361,18
00198228210019824770,000604,13
00199833590019984949,000096,2
00199833590019984949,001205,4
00199833590019984949,001346,4
00199922980019992553,000197,2
00201566570020156740,000058,1
00208290850020829211,000109,153
00209251500020925931,000077,10
00209251500020925931,000491,7
00209251500020925931,000499,7
00209251500020925931,000505,6
00209251500020925931,000525,8
00210753310021075509,000122,13
00210815460021081655,000064,1
00210942610021095285,000201,5
00211060590021106209,000141,231
00211256070021126783,000219,20
00211256070021126783,000309,45
00211256070021126783,000392,439
00211722990021172599,000178,1
00211907960021191937,001063,1
00212132920021213635,000119,1
00212377590021237857,000069,12
00212377590021237857,000094,12
00213702150021370395,000113,2
00213733040021373478,000049,20
00213832220021383364,000039,1
