00000002400000001265,00None,3
00000003800000001913,00027,169
00000003800000001913,00029,1
00000003800000001913,00038,1
00000003800000001913,00105,1
00000003800000001913,00197,93
00000003800000001913,00245,73
00000003800000001913,00250,74
00000003800000001913,00292,65
00000003800000001913,00502,1
00000003800000001913,00737,36
00000003800000001913,00779,32
00000003800000001913,00810,22
00000003800000001913,00818,26
00000003800000001913,00859,21
00000003800000001913,00866,22
00000003800000001913,00868,1
00000003800000001913,00875,33
00000003800000001913,00901,1
00000003800000001913,00None,7
00000003800000001913,01002,1
00000003800000001913,01068,1
00000003800000001913,01137,2
00000003800000001913,01145,4
00000003800000001913,01196,1
00000003800000001913,01247,25
00000003800000001913,01327,1
00000003800000001913,01355,1
00000003800000001913,01409,52
00000003800000001913,01436,50
00000003800000001913,01437,1
00000003800000001913,01492,1
00000003800000001913,01511,33
00000014740000003009,00061,8
00000014740000003009,00067,16
00000014740000003009,00106,7
00000014740000003009,00117,8
00000014740000003009,00127,2
00000014740000003009,00240,8
00000014740000003009,00256,9
00000014740000003009,00355,4
00000014740000003009,00412,8
00000014740000003009,00453,4
00000014740000003009,00472,2
00000014740000003009,00604,1
00000014740000003009,00627,1
00000014740000003009,00662,3
00000014740000003009,00708,10
00000014740000003009,00788,1
00000014740000003009,00856,2
00000014740000003009,00898,1
00000014740000003009,00None,219
00000014740000003009,01144,3
00000014740000003009,01291,1
00000021410000002249,00090,1
00000030830000003767,00034,1
00000030830000003767,00299,1
00000030830000003767,00300,1
00000030830000003767,00528,3
00000030830000003767,00566,1
00000030830000003767,00579,2
00000030830000003767,00601,863
00000030830000003767,00None,30
00000039070000004068,00None,1
00000040620000004736,00078,1
00000040620000004736,00501,1
00000040620000004736,00None,7
00000047360000005524,00061,7
00000047360000005524,00070,1
00000047360000005524,00298,1
00000047360000005524,00340,4
00000047360000005524,00439,4
00000047360000005524,00None,145
00000064020000008124,00None,15
00000064020000008124,01101,1
00000064020000008124,01143,1
00000064020000008124,01415,1
00000075290000008116,00388,1
00000077840000008649,00094,1
00000077840000008649,00113,60
00000077840000008649,00114,1
00000077840000008649,00177,43
00000077840000008649,00247,1
00000077840000008649,00350,43
00000077840000008649,00358,1
00000077840000008649,00380,43
00000077840000008649,00640,48
00000077840000008649,00658,79
00000077840000008649,00825,1
00000077840000008649,00None,8
00000082060000009544,00498,1
00000082060000009544,00None,3
00000086680000009491,00171,1
00000092400000009427,00100,3
00000094390000010200,00136,2
00000094390000010200,00141,8
00000094390000010200,00160,1
00000094390000010200,00162,1
00000094390000010200,00297,69
00000094390000010200,00352,40
00000094390000010200,00444,76
00000094390000010200,00None,6
00000098360000011344,00685,22
00000098360000011344,00742,27
00000098360000011344,00897,1
00000098360000011344,00952,1
00000098360000011344,00None,1
00000104980000011634,00259,2
00000104980000011634,00297,2
00000104980000011634,00408,2
00000104980000011634,00None,28
00000104980000011634,01018,1
00000114100000011518,00087,1
00000114100000011518,00None,1
00000115640000012067,00204,1
00000115640000012067,00277,3
00000117790000012221,00054,1
00000117790000012221,00191,1
00000117790000012221,00352,1
00000117790000012221,00357,1
00000117790000012221,00None,5
00000122860000012928,00195,65
00000122860000012928,00206,1
00000122860000012928,00414,36
00000122860000012928,00506,35
00000122860000012928,00520,6
00000122860000012928,00541,1
00000122860000012928,00569,1
00000122860000012928,00None,2
00000123610000012462,00None,1
00000125200000013177,00109,4
00000125200000013177,00232,2
00000125200000013177,00None,1
00000135200000013625,00069,1
00000135200000013625,00092,2
00000135200000013625,00None,1
00000136830000014874,00027,1
00000136830000014874,00446,1
00000136830000014874,00499,63
00000136830000014874,00973,1
00000136830000014874,00991,1
00000136830000014874,00None,6
00000149330000015711,00103,1
00000149330000015711,00187,56
00000149330000015711,00196,1
00000149330000015711,00332,3
00000153880000016170,00293,2
00000153880000016170,00391,1
00000170530000017212,00017,1
00000170530000017212,00048,66
00000170530000017212,00None,1
00000182610000018583,00None,1
00000184870000018629,00091,1
00000186810000019484,00034,1
00000186810000019484,00046,43
00000186810000019484,00430,2
00000186810000019484,00463,1
00000186810000019484,00641,3
00000186810000019484,00735,1
00000186810000019484,00None,5
00000195420000020468,00105,31
00000195420000020468,00253,1
00000195420000020468,00376,39
00000195420000020468,00862,7
00000195420000020468,00None,1
00000196230000020650,00689,25
00000196230000020650,00731,45
00000196230000020650,00987,36
00000196230000020650,00None,1
00000198800000020015,00029,45
00000198800000020015,00None,2
00000207230000021383,00126,1
00000207230000021383,00373,2
00000207230000021383,00None,5
00000212270000021373,00None,2
00000213490000021372,00None,1
00000229470000024696,00403,7
00000229470000024696,00823,5
00000229470000024696,00None,1
00000229470000024696,01626,4
00000229470000024696,01716,5
00000230300000023593,00036,2
00000230300000023593,00145,17
00000230300000023593,00460,14
00000230300000023593,00493,1
00000230300000023593,00None,2
00000239810000024494,00384,1
00000239810000024494,00472,1
00000239810000024494,00None,1
00000245520000024648,00None,1
00000247270000025015,00080,1
00000247270000025015,00179,1
00000250890000025280,00084,1
00000253080000025804,00246,14
00000253410000025559,00142,3
00000256190000025976,00045,1
00000256190000025976,00None,1
00000275650000028044,00None,1
00000280980000028519,00118,19
00000280980000028519,00345,13
00000280980000028519,00378,1
00000291940000029771,00167,4
00000291940000029771,00186,1
00000291940000029771,00247,13
00000291940000029771,00315,12
00000291940000029771,00None,2
00000295040000029884,00013,5
00000295040000029884,00282,1
00000295040000029884,00300,14
00000295040000029884,00372,4
00000295040000029884,00None,2
00000298900000030514,00138,32
00000298900000030514,00394,23
00000298900000030514,00428,1
00000298900000030514,00None,2
00000299350000030295,00197,2
00000299350000030295,00None,1
00000302070000031507,00126,2
00000302070000031507,00265,2
00000302070000031507,00922,1
00000302070000031507,00None,1
00000302070000031507,01163,3
00000303940000033270,02120,1
00000306560000030951,00077,19
00000310210000031147,00None,2
00000325730000032927,00102,1
00000336430000034647,00049,1
00000336430000034647,00146,1
00000336430000034647,00882,1
00000336430000034647,00None,2
00000347090000035092,00074,20
00000347090000035092,00140,1
00000347090000035092,00212,1
00000347090000035092,00308,25
00000347090000035092,00None,3
00000347200000035212,00254,1
00000354540000035593,00061,1
00000356620000035911,00077,1
00000359720000036728,00078,26
00000359720000036728,00None,2
00000393880000039874,00316,1
00000408450000041011,00061,1
00000467190000047039,00081,13
00000467190000047039,00148,13
00000467190000047039,00262,5
00000467190000047039,00None,1
00000474780000047708,00072,4
00000474780000047708,00134,9
00000474780000047708,00160,1
00000474780000047708,00None,2
00000477800000047919,00084,7
00000479800000048912,00195,6
00000479800000048912,00214,12
00000479800000048912,00329,1
00000479800000048912,00404,4
00000479800000048912,00797,1
00000503210000050730,000000,1
00000503210000050730,00306,1
00000507880000051161,00186,1
