00003081070000308438,000087,8
00003081070000308438,000285,64
00003081070000308438,000327,44
00003090130000309410,000067,51
00003139910000314356,000319,20
00003139910000314356,000361,25
00003149220000315272,000067,40
00003887090000389423,000312,7
00003905250000390669,000046,14
00003905250000390669,000060,23
00003905250000390669,000111,50
00004015150000401675,000067,19
00004079570000408136,000053,24
00004091350000409233,000016,15
00004091350000409233,000094,49
00004109940000411610,000531,30
00004173840000417782,000380,5
00004190680000419220,000071,1
00004199310000420225,000137,9
00004606910000460784,000019,1
00004618900000462487,000057,2
00004618900000462487,000091,2
00004618900000462487,000361,1
00005172480000517702,000130,4
00005329420000533320,000224,6
00005329420000533320,000273,7
00005329420000533320,000282,11
00005329420000533320,000327,6
00005795000000579656,000060,1
00005795000000579656,000099,1
00005795000000579656,000117,1
00005813150000581591,000007,1
00005813150000581591,000076,1
00006132560000614376,000943,1
00006146740000615529,000323,2
00006531030000653666,000445,1
00006531030000653666,000476,3
00006531030000653666,000560,1
00006625490000663478,000148,16
00006625490000663478,000324,5
00006625490000663478,000722,4
00006625490000663478,000870,10
00006745650000674701,000097,3
00006854060000685571,000056,12
00007474320000747578,000066,2
00007642880000764433,000123,4
00007648130000765024,000103,7
00007964190000796631,000206,4
00008019650000802090,000101,1
00008040940000804463,000116,1
00008040940000804463,000235,1
00008101080000810255,000084,5
00008430650000843562,000172,2
00008430650000843562,000455,2
00008455380000845762,000192,3
00008528540000859153,002693,2
00008528540000859153,002757,6
00008528540000859153,002951,23
00008528540000859153,002962,24
00008528540000859153,002969,24
00008528540000859153,003058,9
00008528540000859153,003102,18
00008528540000859153,003118,17
00008601520000860322,000139,1
00009036350000904706,000932,33
00009036350000904706,001037,144
00009198830000920066,000092,24
00009207290000920882,000030,35
00009207290000920882,000040,35
00009295700000929737,000080,21
00009609310000961079,000017,1
00010043550001004666,000183,218
00012478340001248793,000319,1
00012478340001248793,000641,1
00012708660001271035,000078,1
00012724260001273171,000421,1
00012724260001273171,000737,1
00012724260001273171,000742,1
00012771820001277298,000002,2
00012771820001277298,000081,1
00012787760001279243,000254,47
00012787760001279243,000294,1
00013246470001326944,000908,5
00013246470001326944,001426,1
00013246470001326944,001456,2
00013246470001326944,001495,2
00013246470001326944,001984,2
00013246470001326944,002150,1
00013246470001326944,002165,1
00013246470001326944,002210,3
00014132060001416396,002815,1
00014911650001491383,000177,1
00014962840001496452,000115,143
00014962840001496452,000139,1
00014971730001497924,000024,1
00014971730001497924,000035,119
00014971730001497924,000557,1
00014971730001497924,000704,35
00015766780001578537,000456,16
00015766780001578537,000907,72
00016945270001695440,000081,1
00016945270001695440,000089,1
00016945270001695440,000472,3
00017012910001701428,000128,6
00017167250001718492,001629,1
00019241070001926012,001865,1
00020120620002012271,000111,1
00020120620002012271,000135,1
00020120620002012271,000184,1
00020164060002017024,000043,1
00020164060002017024,000095,1
00020164060002017024,000352,1
00020164060002017024,000519,1
00020177480002019065,000532,7
00020710350002073423,000519,1
00020710350002073423,001793,2
00022560320002256215,000056,4
00022570360002257111,000035,1
00022571940002257346,000049,5
00022587600002259418,000100,1
00022898730002290146,000175,68
00022944070002294553,000055,8
00022968600002296987,000107,57
00024256220002427044,001086,11
00024256220002427044,001293,6
00025112180002515145,000029,2
00025112180002515145,001119,4
00025112180002515145,001273,1
00028103440002810431,000083,17
00028113610002811583,000067,11
00028122200002812362,000128,8
00028312510002831344,000047,3
00028312510002831344,000073,4
00028325660002834246,001359,2
00028325660002834246,001587,1
00028325660002834246,001617,2
00028333570002833432,000016,6
00028340310002834166,000100,6
00028371800002837401,000039,8
00028371800002837401,000099,27
00028371800002837401,000208,63
00028384260002838517,000011,2
00028384260002838517,000054,23
00028387830002838920,000125,1
00028406530002840828,000060,2
00028406530002840828,000068,2
00028406530002840828,000080,4
00028406530002840828,000170,11
00028806950002880797,000040,1
00028806950002880797,000055,1
00028806950002880797,000096,1
00028817970002882285,000032,1
00028817970002882285,000279,3
00028817970002882285,000443,2
00028817970002882285,000449,2
00029027280002903330,000022,1
00029080240002908171,000027,4
00031558210003155950,000093,1
00037750560003779875,001839,1
00038500230003851551,000114,3
00038500230003851551,000201,2
00038500230003851551,000660,2
00038500230003851551,001240,4
00038500230003851551,001475,3
00042694290004269750,000137,1
00042702570004270342,000077,3
00043226590004323001,000076,1
00043386490004338847,000045,6
00044061270004407083,000239,224
00044061270004407083,000465,12
00044061270004407083,000477,14
00044061270004407083,000552,1
00044061270004407083,000614,6
00044061270004407083,000803,26
00044061270004407083,000907,21
00044095300004409760,000199,8
00044112320004411688,000109,12
00044112320004411688,000399,141
00047015550004701798,000160,3
00047190590004719229,000152,1
00047227240004722844,000093,1
00048404260004841191,000348,3
00048404260004841191,000663,1
00048404260004841191,000708,1
00048404260004841191,000726,2
00048404260004841191,000753,2
00048973690004901625,003409,1
00050054540005005720,000205,91
00050054540005005720,000211,127
00050081060005008273,000041,446
00050081060005008273,000136,355
00050081060005008273,000143,1
00050091190005009235,000044,1
00050091190005009235,000055,772
00050105010005010578,000013,1
00050105010005010578,000026,79
00050110140005011136,000007,1
00050143930005014502,000051,1
00050143930005014502,000101,1
00050147760005014941,000008,1
00050147760005014941,000155,1
00050180430005018125,000005,8
00050180430005018125,000031,28
00050198920005020158,000033,45
00050198920005020158,000122,1
00050198920005020158,000227,48
00050299680005032230,002096,22
00050340230005034105,000059,844
00050379480005038057,000042,1
00050379480005038057,000088,853
00050379480005038057,000099,1
00050408170005040939,000065,84
00050427420005042858,000019,76
00050427420005042858,000049,108
00050909580005091087,000068,10
00050909580005091087,000074,25
00051086530005109725,000780,21
00051086530005109725,000811,30
00051086530005109725,000960,7
00051086530005109725,001049,29
00051386020005138769,000136,42
00052168510005216971,000049,53
00052168510005216971,000086,85
00052421440005242311,000041,8
00052421440005242311,000136,24
00052477200005247797,000026,1
00052608810005261172,000016,69
00053579670005358360,000109,9
00053579670005358360,000283,29
00054318970005431983,000023,7
00054318970005431983,000063,28
00054365690005436694,000041,92
00055154280005521562,005086,12
00055154280005521562,005096,10
00055308620005531080,000199,1
00055667790005567522,000044,1
00055667790005567522,000129,1
00055667790005567522,000325,3
00055667790005567522,000400,38
00055667790005567522,000574,1
00055676350005567816,000146,9
00055679120005568350,000201,10
00055679120005568350,000420,5
00058224910005823578,000276,1
00058224910005823578,000294,1
00058224910005823578,000788,2
00059184860005919372,000279,6
00059184860005919372,000293,5
00059184860005919372,000315,3
00059184860005919372,000817,1
00061560120006156110,000026,5
00061560120006156110,000041,5
00061560120006156110,000059,7
00064163550006416931,000235,3
00065261520006527632,001148,1
00065261520006527632,001390,2
00065281590006528646,000396,1
00065626130006562882,000180,2
00065626130006562882,000228,1
00065712000006571488,000079,2
00066335000006633982,000299,1
00066381110006638205,000091,1
00066467500006647162,000145,1
00066472670006647537,000164,9
00066472670006647537,000201,5
00066629290006663079,000010,19
00066683150006669675,000018,8
00066683150006669675,000079,24
00066683150006669675,000096,27
00066683150006669675,000243,22
