00000002400000001265,00356,1
00000003800000001913,00024,1
00000003800000001913,00037,1
00000003800000001913,00047,1
00000003800000001913,00069,105
00000003800000001913,00100,1
00000003800000001913,00101,1
00000003800000001913,00104,43
00000003800000001913,00138,2
00000003800000001913,00196,91
00000003800000001913,00238,2
00000003800000001913,00244,73
00000003800000001913,00249,77
00000003800000001913,00260,1
00000003800000001913,00705,1
00000003800000001913,00715,2
00000003800000001913,00804,1
00000003800000001913,00817,25
00000003800000001913,00857,20
00000003800000001913,00874,32
00000003800000001913,00None,3
00000003800000001913,01001,1
00000003800000001913,01135,2
00000003800000001913,01144,4
00000003800000001913,01194,1
00000003800000001913,01350,1
00000003800000001913,01491,1
00000003800000001913,01508,1
00000003800000001913,01510,33
00000014740000003009,00116,8
00000014740000003009,00239,9
00000014740000003009,00254,9
00000014740000003009,00352,4
00000014740000003009,00365,9
00000014740000003009,00452,3583
00000014740000003009,00470,2
00000014740000003009,00515,1
00000014740000003009,00602,2
00000014740000003009,00626,1
00000014740000003009,00661,3
00000014740000003009,00665,9
00000014740000003009,00668,19
00000014740000003009,00779,8
00000014740000003009,00787,3
00000014740000003009,00806,1
00000014740000003009,00842,1
00000014740000003009,00976,2
00000014740000003009,00None,82
00000014740000003009,01019,3
00000014740000003009,01043,3
00000014740000003009,01046,2
00000014740000003009,01055,1
00000014740000003009,01142,3
00000014740000003009,01166,4
00000014740000003009,01286,2
00000014740000003009,01382,2
00000030830000003767,00503,3
00000030830000003767,00565,3
00000030830000003767,00577,1
00000030830000003767,00600,1
00000030830000003767,00None,19
00000040620000004736,00077,1
00000040620000004736,00394,1
00000040620000004736,00533,2
00000040620000004736,00None,2
00000047360000005524,00032,46
00000047360000005524,00059,9
00000047360000005524,00089,45
00000047360000005524,00137,10
00000047360000005524,00193,1
00000047360000005524,00194,13
00000047360000005524,00205,3
00000047360000005524,00206,17
00000047360000005524,00245,3
00000047360000005524,00338,5
00000047360000005524,00359,1
00000047360000005524,00422,2
00000047360000005524,00485,5
00000047360000005524,00509,16
00000047360000005524,00605,1
00000047360000005524,00613,1
00000047360000005524,00779,2
00000047360000005524,00782,2
00000047360000005524,00None,59
00000064020000008124,00None,7
00000064020000008124,01093,2
00000064020000008124,01099,1
00000064020000008124,01117,6
00000064020000008124,01134,1
00000077840000008649,00075,2
00000077840000008649,00093,1
00000077840000008649,00349,44
00000077840000008649,00378,1
00000077840000008649,00646,1
00000077840000008649,00None,2
00000082060000009544,00316,1
00000082060000009544,00None,3
00000086680000009491,00170,1
00000092400000009427,00099,4
00000094390000010200,00140,9
00000094390000010200,00158,82
00000094390000010200,00236,1
00000094390000010200,00296,69
00000094390000010200,00442,76
00000094390000010200,00443,1
00000094390000010200,00459,1
00000094390000010200,00472,2
00000094390000010200,00None,4
00000098360000011344,00617,1
00000098360000011344,00684,22
00000098360000011344,00None,2
00000098360000011344,01062,25
00000104980000011634,00296,2
00000104980000011634,00302,6
00000104980000011634,00389,1
00000104980000011634,00407,2
00000104980000011634,00497,3
00000104980000011634,00611,7
00000104980000011634,00692,2
00000104980000011634,00869,3
00000104980000011634,00941,9
00000104980000011634,00None,20
00000114100000011518,00026,1
00000115640000012067,00202,1
00000115640000012067,00276,4
00000117790000012221,00118,1
